ImageId,Label
268,0
269,2
270,0
271,7
272,2
273,0
274,0
275,0
276,2
277,0
278,2
279,7
280,7
281,2
282,0
283,0
284,2
285,2
286,0
287,0
288,2
289,7
290,0
291,0
292,2
293,2
294,2
295,2
296,2
297,0
298,2
299,2
300,0
301,2
302,0
303,0
304,0
305,2
306,0
307,8
308,0
309,0
310,2
311,0
312,2
313,0
314,2
315,4
316,0
317,0
318,2
319,0
320,0
321,0
322,0
323,0
324,0
325,0
326,0
327,0
328,2
329,2
330,0
331,0
332,2
333,0
334,2
335,6
336,0
337,6
338,2
339,2
340,7
341,2
342,7
343,0
344,0
345,7
346,2
347,2
348,7
349,2
350,0
351,0
352,0
353,2
354,2
355,2
356,0
357,2
358,2
359,6
360,2
361,7
362,7
363,2
364,2
365,0
366,2
367,6
368,0
369,0
370,4
371,7
372,2
373,2
374,2
375,4
376,7
377,2
378,2
379,2
380,7
381,0
382,2
383,0
384,2
385,2
386,0
387,0
388,0
389,0
390,2
391,0
392,0
393,0
394,2
395,0
396,2
397,0
398,0
399,8
400,0
401,2
402,2
403,6
404,7
405,0
406,2
407,7
408,6
409,7
410,2
411,0
412,0
413,0
414,0
415,2
416,0
417,2
418,0
419,0
420,0
421,2
422,7
423,2
424,0
425,6
426,2
427,0
428,2
429,2
430,0
431,0
432,0
433,0
434,2
435,0
436,0
437,0
438,0
439,0
440,7
441,0
442,7
443,6
444,0
445,0
446,0
447,0
448,6
449,0
450,0
451,0
452,0
453,2
454,0
455,2
456,2
457,0
458,0
459,6
460,2
461,0
462,0
463,0
464,0
465,2
466,0
467,6
468,0
469,0
470,0
471,0
472,7
473,0
474,0
475,2
476,2
477,0
478,2
479,0
480,2
481,0
482,2
483,2
484,0
485,2
486,2
487,0
488,0
489,0
490,0
491,2
492,0
493,6
494,0
495,8
496,8
497,7
498,0
499,0
500,2
501,2
502,0
503,8
504,0
505,0
506,0
507,0
508,2
509,4
510,2
511,0
512,0
513,0
514,2
515,0
516,0
517,0
518,0
519,2
520,2
521,7
522,2
523,2
524,7
525,0
526,2
527,6
528,2
529,0
530,2
531,2
532,2
533,0
534,0
535,0
536,2
537,2
538,2
539,2
540,6
541,2
542,6
543,0
544,6
545,6
546,7
547,2
548,2
549,2
550,0
551,0
552,2
553,2
554,0
555,2
556,2
557,2
558,7
559,0
560,0
561,2
562,0
563,8
564,0
565,2
566,2
567,4
568,0
569,0
570,0
571,0
572,2
573,0
574,2
575,2
576,0
577,0
578,0
579,6
580,7
581,2
582,0
583,7
584,0
585,7
586,0
587,0
588,7
589,0
590,7
591,0
592,0
593,0
594,0
595,2
596,2
597,7
598,6
599,6
600,6
601,2
602,0
603,0
604,0
605,2
606,2
607,0
608,2
609,0
610,7
611,2
612,4
613,0
614,2
615,0
616,0
617,4
618,2
619,7
620,7
621,0
622,0
623,0
624,0
625,2
626,0
627,2
628,2
629,7
630,2
631,2
632,7
633,0
634,7
635,2
636,2
637,0
638,6
639,0
640,6
641,0
642,0
643,0
644,7
645,2
646,0
647,8
648,0
649,0
650,0
651,0
652,0
653,6
654,2
655,0
656,6
657,2
658,0
659,2
660,4
661,2
662,0
663,2
664,6
665,2
666,0
667,0
668,2
669,2
670,0
671,0
672,0
673,0
674,6
675,7
676,0
677,0
678,7
679,2
680,6
681,2
682,2
683,0
684,2
685,0
686,0
687,2
688,2
689,0
690,6
691,0
692,4
693,2
694,0
695,0
696,0
697,6
698,2
699,0
700,7
701,2
702,7
703,0
704,6
705,0
706,2
707,2
708,4
709,2
710,2
711,6
712,2
713,0
714,0
715,0
716,2
717,0
718,0
719,0
720,0
721,0
722,0
723,0
724,6
725,0
726,2
727,7
728,0
729,2
730,2
731,2
732,0
733,0
734,2
735,0
736,0
737,2
738,0
739,0
740,2
741,0
742,2
743,0
744,0
745,0
746,0
747,2
748,8
749,2
750,2
751,2
752,0
753,2
754,0
755,0
756,0
757,9
758,0
759,0
760,0
761,0
762,2
763,0
764,7
765,7
766,2
767,4
768,2
769,0
770,0
771,7
772,0
773,2
774,0
775,2
776,0
777,0
778,2
779,0
780,0
781,0
782,7
783,0
784,0
785,2
786,6
787,0
788,7
789,0
790,7
791,0
792,7
793,0
794,2
795,2
796,0
797,0
798,2
799,0
800,0
801,0
802,0
803,0
804,6
805,0
806,2
807,2
808,0
809,7
810,0
811,2
812,0
813,6
814,0
815,7
816,7
817,6
818,0
819,0
820,2
821,6
822,6
823,2
824,7
825,0
826,0
827,2
828,2
829,0
830,0
831,0
832,0
833,2
834,2
835,6
836,7
837,7
838,7
839,2
840,0
841,0
842,2
843,4
844,0
845,0
846,0
847,9
848,2
849,0
850,0
851,2
852,0
853,7
854,6
855,0
856,0
857,0
858,0
859,2
860,2
861,2
862,2
863,0
864,0
865,0
866,6
867,2
868,0
869,6
870,0
871,0
872,2
873,0
874,0
875,2
876,0
877,0
878,0
879,2
880,0
881,0
882,0
883,0
884,0
885,2
886,0
887,2
888,0
889,7
890,2
891,0
892,2
893,7
894,6
895,0
896,0
897,0
898,2
899,0
900,7
901,0
902,0
903,0
904,2
905,0
906,0
907,0
908,0
909,2
910,0
911,2
912,2
913,0
914,4
915,0
916,2
917,7
918,7
919,0
920,6
921,2
922,6
923,7
924,0
925,0
926,6
927,0
928,7
929,6
930,0
931,0
932,2
933,0
934,0
935,0
936,6
937,6
938,2
939,0
940,0
941,7
942,2
943,7
944,0
945,2
946,0
947,0
948,0
949,0
950,0
951,0
952,2
953,2
954,2
955,0
956,0
957,0
958,6
959,7
960,2
961,7
962,0
963,2
964,6
965,2
966,2
967,0
968,0
969,0
970,6
971,0
972,0
973,7
974,0
975,0
976,6
977,0
978,4
979,0
980,0
981,2
982,0
983,0
984,0
985,0
986,0
987,7
988,0
989,0
990,7
991,0
992,7
993,2
994,0
995,0
996,0
997,0
998,2
999,0
1000,0
1001,6
1002,2
1003,2
1004,8
1005,0
1006,0
1007,2
1008,0
1009,6
1010,2
1011,2
1012,2
1013,6
1014,0
1015,2
1016,0
1017,7
1018,6
1019,0
1020,0
1021,0
1022,0
1023,0
1024,2
1025,2
1026,7
1027,0
1028,2
1029,2
1030,0
1031,0
1032,0
1033,0
1034,0
1035,7
1036,7
1037,0
1038,0
1039,2
1040,0
1041,0
1042,2
1043,0
1044,0
1045,2
1046,7
1047,0
1048,0
1049,7
1050,2
1051,6
1052,2
1053,2
1054,0
1055,2
1056,0
1057,0
1058,6
1059,2
1060,7
1061,7
1062,6
1063,0
1064,2
1065,8
1066,2
1067,8
1068,6
1069,2
1070,0
1071,2
1072,7
1073,2
1074,0
1075,2
1076,0
1077,2
1078,0
1079,0
1080,0
1081,0
1082,2
1083,0
1084,6
1085,2
1086,2
1087,2
1088,0
1089,6
1090,0
1091,0
1092,0
1093,6
1094,7
1095,0
1096,4
1097,2
1098,0
1099,2
1100,6
1101,0
1102,2
1103,0
1104,0
1105,0
1106,7
1107,6
1108,7
1109,4
1110,7
1111,6
1112,2
1113,0
1114,0
1115,2
1116,2
1117,0
1118,2
1119,0
1120,0
1121,0
1122,2
1123,2
1124,2
1125,0
1126,0
1127,0
1128,2
1129,0
1130,2
1131,0
1132,6
1133,0
1134,0
1135,0
1136,2
1137,0
1138,0
1139,2
1140,2
1141,2
1142,2
1143,0
1144,0
1145,0
1146,0
1147,0
1148,2
1149,2
1150,2
1151,0
1152,6
1153,8
1154,2
1155,0
1156,0
1157,0
1158,0
1159,2
1160,6
1161,0
1162,0
1163,8
1164,2
1165,0
1166,0
1167,0
1168,0
1169,9
1170,2
1171,0
1172,7
1173,0
1174,0
1175,2
1176,0
1177,0
1178,2
1179,2
1180,0
1181,0
1182,4
1183,2
1184,0
1185,2
1186,0
1187,2
1188,0
1189,2
1190,0
1191,6
1192,2
1193,0
1194,0
1195,0
1196,0
1197,0
1198,0
1199,0
1200,2
1201,0
1202,0
1203,0
1204,2
1205,0
1206,2
1207,2
1208,4
1209,2
1210,2
1211,7
1212,0
1213,0
1214,0
1215,0
1216,0
1217,2
1218,2
1219,2
1220,2
1221,6
1222,8
1223,0
1224,2
1225,2
1226,0
1227,2
1228,0
1229,7
1230,2
1231,0
1232,2
1233,6
1234,2
1235,2
1236,0
1237,0
1238,0
1239,2
1240,0
1241,0
1242,0
1243,0
1244,2
1245,2
1246,0
1247,0
1248,0
1249,7
1250,0
1251,7
1252,2
1253,6
1254,4
1255,0
1256,0
1257,6
1258,2
1259,4
1260,6
1261,0
1262,2
1263,2
1264,7
1265,0
1266,0
1267,8
1268,7
1269,2
1270,0
1271,0
1272,2
1273,0
1274,2
1275,2
1276,2
1277,2
1278,0
1279,0
1280,0
1281,2
1282,0
1283,0
1284,2
1285,9
1286,0
1287,6
1288,0
1289,0
1290,0
1291,2
1292,0
1293,7
1294,0
1295,2
1296,2
1297,0
1298,0
1299,0
1300,0
1301,6
1302,7
1303,0
1304,0
1305,4
1306,2
1307,0
1308,0
1309,2
1310,0
1311,7
1312,2
1313,0
1314,2
1315,2
1316,2
1317,0
1318,0
1319,6
1320,6
1321,0
1322,0
1323,0
1324,0
1325,0
1326,2
1327,0
1328,0
1329,0
1330,0
1331,0
1332,4
1333,0
1334,0
1335,8
1336,0
1337,2
1338,0
1339,2
1340,2
1341,0
1342,0
1343,0
1344,2
1345,0
1346,6
1347,0
1348,2
1349,0
1350,0
1351,6
1352,6
1353,0
1354,2
1355,2
1356,6
1357,2
1358,6
1359,0
1360,2
1361,0
1362,0
1363,0
1364,0
1365,0
1366,0
1367,2
1368,0
1369,0
1370,0
1371,2
1372,0
1373,4
1374,0
1375,2
1376,0
1377,7
1378,6
1379,0
1380,0
1381,2
1382,0
1383,6
1384,0
1385,0
1386,0
1387,2
1388,0
1389,0
1390,2
1391,0
1392,2
1393,0
1394,0
1395,2
1396,2
1397,8
1398,0
1399,0
1400,0
1401,0
1402,0
1403,0
1404,0
1405,0
1406,2
1407,2
1408,0
1409,0
1410,0
1411,2
1412,0
1413,0
1414,0
1415,0
1416,2
1417,2
1418,2
1419,2
1420,0
1421,0
1422,0
1423,2
1424,2
1425,0
1426,0
1427,0
1428,2
1429,0
1430,0
1431,2
1432,6
1433,0
1434,0
1435,0
1436,0
1437,0
1438,2
1439,2
1440,0
1441,4
1442,2
1443,7
1444,2
1445,0
1446,2
1447,2
1448,0
1449,0
1450,6
1451,0
1452,0
1453,0
1454,6
1455,2
1456,0
1457,0
1458,2
1459,7
1460,0
1461,0
1462,2
1463,6
1464,2
1465,7
1466,0
1467,2
1468,0
1469,0
1470,2
1471,0
1472,2
1473,0
1474,2
1475,0
1476,0
1477,2
1478,2
1479,9
1480,0
1481,2
1482,0
1483,2
1484,0
1485,0
1486,6
1487,0
1488,0
1489,0
1490,2
1491,4
1492,0
1493,0
1494,0
1495,2
1496,6
1497,0
1498,2
1499,2
1500,0
1501,2
1502,0
1503,2
1504,2
1505,2
1506,0
1507,6
1508,0
1509,6
1510,2
1511,6
1512,0
1513,7
1514,2
1515,0
1516,0
1517,0
1518,2
1519,0
1520,0
1521,0
1522,0
1523,4
1524,0
1525,0
1526,2
1527,0
1528,6
1529,0
1530,2
1531,5
1532,0
1533,2
1534,0
1535,2
1536,0
1537,7
1538,0
1539,6
1540,2
1541,2
1542,0
1543,0
1544,2
1545,0
1546,2
1547,0
1548,6
1549,0
1550,0
1551,2
1552,2
1553,0
1554,2
1555,0
1556,8
1557,0
1558,0
1559,6
1560,2
1561,0
1562,2
1563,0
1564,6
1565,0
1566,2
1567,0
1568,2
1569,2
1570,2
1571,0
1572,6
1573,0
1574,6
1575,7
1576,2
1577,0
1578,0
1579,0
1580,6
1581,0
1582,0
1583,0
1584,0
1585,7
1586,2
1587,2
1588,0
1589,0
1590,0
1591,0
1592,2
1593,0
1594,2
1595,2
1596,0
1597,0
1598,0
1599,0
1600,7
1601,2
1602,0
1603,2
1604,0
1605,2
1606,2
1607,2
1608,7
1609,0
1610,2
1611,7
1612,2
1613,6
1614,0
1615,0
1616,0
1617,6
1618,2
1619,0
1620,0
1621,2
1622,2
1623,0
1624,0
1625,0
1626,0
1627,0
1628,2
1629,0
1630,0
1631,0
1632,0
1633,7
1634,0
1635,0
1636,6
1637,4
1638,0
1639,0
1640,0
1641,2
1642,2
1643,8
1644,0
1645,2
1646,0
1647,2
1648,0
1649,2
1650,2
1651,0
1652,2
1653,2
1654,0
1655,0
1656,0
1657,7
1658,6
1659,2
1660,0
1661,0
1662,0
1663,2
1664,0
1665,6
1666,0
1667,0
1668,2
1669,7
1670,0
1671,0
1672,0
1673,7
1674,6
1675,0
1676,7
1677,2
1678,2
1679,0
1680,0
1681,0
1682,2
1683,2
1684,0
1685,0
1686,7
1687,7
1688,2
1689,2
1690,2
1691,0
1692,2
1693,2
1694,0
1695,0
1696,2
1697,0
1698,0
1699,0
1700,6
1701,2
1702,0
1703,9
1704,0
1705,0
1706,2
1707,2
1708,0
1709,2
1710,2
1711,0
1712,0
1713,2
1714,0
1715,7
1716,0
1717,9
1718,2
1719,0
1720,0
1721,2
1722,6
1723,0
1724,0
1725,7
1726,0
1727,2
1728,0
1729,7
1730,0
1731,2
1732,0
1733,0
1734,0
1735,0
1736,2
1737,0
1738,0
1739,0
1740,2
1741,2
1742,0
1743,0
1744,0
1745,0
1746,7
1747,0
1748,4
1749,2
1750,0
1751,0
1752,0
1753,7
1754,2
1755,0
1756,0
1757,2
1758,0
1759,0
1760,7
1761,0
1762,7
1763,0
1764,7
1765,0
1766,0
1767,0
1768,0
1769,0
1770,0
1771,0
1772,0
1773,2
1774,2
1775,0
1776,2
1777,0
1778,7
1779,0
1780,0
1781,0
1782,2
1783,2
1784,2
1785,7
1786,2
1787,7
1788,6
1789,2
1790,7
1791,2
1792,0
1793,0
1794,8
1795,0
1796,6
1797,0
1798,2
1799,6
1800,0
1801,2
1802,6
1803,7
1804,2
1805,2
1806,2
1807,0
1808,0
1809,6
1810,2
1811,0
1812,0
1813,7
1814,0
1815,0
1816,0
1817,2
1818,4
1819,2
1820,6
1821,0
1822,0
1823,0
1824,0
1825,2
1826,0
1827,0
1828,0
1829,2
1830,0
1831,0
1832,2
1833,0
1834,0
1835,0
1836,2
1837,6
1838,7
1839,2
1840,0
1841,2
1842,2
1843,4
1844,2
1845,2
1846,2
1847,6
1848,0
1849,2
1850,2
1851,0
1852,0
1853,7
1854,0
1855,2
1856,0
1857,6
1858,2
1859,7
1860,4
1861,0
1862,0
1863,2
1864,0
1865,0
1866,0
1867,0
1868,0
1869,2
1870,0
1871,2
1872,0
1873,2
1874,0
1875,0
1876,2
1877,2
1878,0
1879,0
1880,0
1881,0
1882,2
1883,0
1884,0
1885,2
1886,0
1887,0
1888,0
1889,2
1890,2
1891,0
1892,4
1893,7
1894,7
1895,7
1896,2
1897,0
1898,2
1899,2
1900,4
1901,2
1902,2
1903,2
1904,0
1905,6
1906,0
1907,0
1908,2
1909,0
1910,0
1911,0
1912,2
1913,7
1914,0
1915,0
1916,0
1917,2
1918,2
1919,0
1920,0
1921,2
1922,2
1923,0
1924,2
1925,0
1926,7
1927,0
1928,0
1929,2
1930,2
1931,0
1932,0
1933,0
1934,2
1935,7
1936,0
1937,0
1938,2
1939,0
1940,0
1941,2
1942,2
1943,6
1944,2
1945,7
1946,0
1947,0
1948,0
1949,2
1950,2
1951,2
1952,2
1953,0
1954,2
1955,6
1956,6
1957,0
1958,0
1959,0
1960,0
1961,0
1962,0
1963,6
1964,0
1965,6
1966,2
1967,2
1968,2
1969,7
1970,2
1971,2
1972,0
1973,0
1974,2
1975,0
1976,4
1977,2
1978,0
1979,0
1980,2
1981,0
1982,0
1983,2
1984,0
1985,6
1986,2
1987,2
1988,0
1989,0
1990,2
1991,0
1992,0
1993,2
1994,0
1995,2
1996,6
1997,6
1998,2
1999,6
2000,0
2001,0
2002,2
2003,0
2004,2
2005,7
2006,2
2007,0
2008,0
2009,2
2010,2
2011,0
2012,0
2013,0
2014,0
2015,0
2016,0
2017,2
2018,0
2019,0
2020,0
2021,2
2022,0
2023,0
2024,2
2025,0
2026,0
2027,0
2028,2
2029,2
2030,0
2031,0
2032,2
2033,0
2034,0
2035,0
2036,0
2037,2
2038,0
2039,0
2040,6
2041,2
2042,2
2043,0
2044,0
2045,0
2046,0
2047,2
2048,2
2049,0
2050,4
2051,6
2052,2
2053,0
2054,0
2055,0
2056,0
2057,0
2058,0
2059,0
2060,0
2061,7
2062,5
2063,0
2064,2
2065,2
2066,0
2067,6
2068,0
2069,0
2070,0
2071,2
2072,7
2073,6
2074,0
2075,0
2076,0
2077,0
2078,2
2079,2
2080,0
2081,2
2082,0
2083,0
2084,0
2085,2
2086,0
2087,2
2088,2
2089,0
2090,2
2091,2
2092,0
2093,0
2094,0
2095,0
2096,4
2097,7
2098,0
2099,0
2100,2
2101,2
2102,0
2103,2
2104,2
2105,4
2106,7
2107,2
2108,0
2109,0
2110,2
2111,0
2112,0
2113,7
2114,2
2115,2
2116,0
2117,6
2118,2
2119,0
2120,0
2121,0
2122,0
2123,2
2124,6
2125,7
2126,2
2127,0
2128,2
2129,0
2130,0
2131,0
2132,0
2133,0
2134,4
2135,0
2136,7
2137,0
2138,0
2139,0
2140,2
2141,2
2142,0
2143,0
2144,6
2145,2
2146,0
2147,2
2148,0
2149,0
2150,2
2151,2
2152,6
2153,2
2154,2
2155,0
2156,2
2157,2
2158,0
2159,2
2160,2
2161,0
2162,0
2163,7
2164,2
2165,2
2166,0
2167,2
2168,0
2169,2
2170,0
2171,0
2172,7
2173,6
2174,0
2175,4
2176,7
2177,6
2178,0
2179,2
2180,0
2181,4
2182,7
2183,0
2184,0
2185,7
2186,0
2187,7
2188,2
2189,4
2190,0
2191,0
2192,0
2193,7
2194,4
2195,0
2196,0
2197,0
2198,0
2199,0
2200,0
2201,0
2202,0
2203,0
2204,7
2205,0
2206,2
2207,7
2208,2
2209,0
2210,0
2211,2
2212,0
2213,7
2214,0
2215,7
2216,0
2217,2
2218,0
2219,8
2220,2
2221,0
2222,0
2223,2
2224,0
2225,2
2226,0
2227,0
2228,0
2229,0
2230,2
2231,0
2232,0
2233,0
2234,0
2235,0
2236,2
2237,0
2238,0
2239,0
2240,2
2241,2
2242,0
2243,0
2244,0
2245,0
2246,0
2247,7
2248,2
2249,6
2250,0
2251,0
2252,2
2253,2
2254,0
2255,2
2256,2
2257,2
2258,2
2259,6
2260,7
2261,2
2262,0
2263,2
2264,2
2265,0
2266,0
2267,7
2268,0
2269,0
2270,2
2271,0
2272,2
2273,0
2274,0
2275,2
2276,0
2277,2
2278,0
2279,0
2280,7
2281,0
2282,0
2283,0
2284,0
2285,2
2286,2
2287,0
2288,2
2289,2
2290,0
2291,2
2292,2
2293,2
2294,0
2295,7
2296,0
2297,0
2298,2
2299,0
2300,2
2301,2
2302,0
2303,2
2304,0
2305,9
2306,2
2307,0
2308,6
2309,0
2310,2
2311,0
2312,2
2313,2
2314,0
2315,7
2316,0
2317,0
2318,0
2319,6
2320,2
2321,2
2322,0
2323,2
2324,2
2325,2
2326,6
2327,8
2328,2
2329,0
2330,7
2331,2
2332,0
2333,0
2334,2
2335,0
2336,2
2337,0
2338,0
2339,0
2340,0
2341,0
2342,2
2343,8
2344,2
2345,2
2346,0
2347,0
2348,7
2349,0
2350,0
2351,0
2352,2
2353,0
2354,2
2355,7
2356,0
2357,0
2358,2
2359,7
2360,2
2361,6
2362,7
2363,2
2364,0
2365,7
2366,2
2367,6
2368,0
2369,2
2370,0
2371,2
2372,2
2373,7
2374,7
2375,0
2376,0
2377,2
2378,2
2379,0
2380,7
2381,2
2382,0
2383,0
2384,0
2385,0
2386,0
2387,2
2388,2
2389,2
2390,2
2391,0
2392,2
2393,2
2394,0
2395,0
2396,0
2397,0
2398,2
2399,0
2400,0
2401,0
2402,2
2403,2
2404,2
2405,2
2406,7
2407,0
2408,0
2409,0
2410,7
2411,0
2412,7
2413,2
2414,4
2415,6
2416,2
2417,2
2418,0
2419,2
2420,2
2421,2
2422,2
2423,2
2424,2
2425,0
2426,0
2427,0
2428,0
2429,0
2430,6
2431,2
2432,6
2433,5
2434,0
2435,0
2436,6
2437,0
2438,0
2439,4
2440,0
2441,0
2442,2
2443,4
2444,0
2445,0
2446,2
2447,6
2448,0
2449,4
2450,0
2451,6
2452,0
2453,2
2454,6
2455,2
2456,2
2457,0
2458,0
2459,0
2460,0
2461,6
2462,2
2463,0
2464,0
2465,2
2466,0
2467,2
2468,0
2469,6
2470,2
2471,2
2472,2
2473,2
2474,0
2475,0
2476,0
2477,0
2478,2
2479,6
2480,2
2481,0
2482,6
2483,0
2484,0
2485,0
2486,0
2487,8
2488,2
2489,0
2490,7
2491,0
2492,7
2493,2
2494,0
2495,0
2496,2
2497,0
2498,2
2499,6
2500,0
2501,0
2502,4
2503,2
2504,7
2505,2
2506,2
2507,7
2508,0
2509,0
2510,2
2511,6
2512,0
2513,0
2514,2
2515,2
2516,0
2517,0
2518,0
2519,2
2520,2
2521,0
2522,2
2523,2
2524,2
2525,0
2526,6
2527,0
2528,0
2529,2
2530,9
2531,6
2532,4
2533,0
2534,7
2535,2
2536,7
2537,0
2538,0
2539,7
2540,7
2541,2
2542,2
2543,4
2544,0
2545,0
2546,0
2547,4
2548,0
2549,2
2550,8
2551,0
2552,0
2553,0
2554,0
2555,0
2556,7
2557,0
2558,2
2559,2
2560,0
2561,0
2562,2
2563,0
2564,2
2565,6
2566,2
2567,6
2568,2
2569,2
2570,7
2571,0
2572,0
2573,2
2574,7
2575,0
2576,2
2577,7
2578,0
2579,6
2580,0
2581,0
2582,2
2583,7
2584,2
2585,0
2586,6
2587,0
2588,0
2589,2
2590,0
2591,0
2592,0
2593,2
2594,0
2595,7
2596,0
2597,0
2598,2
2599,0
2600,6
2601,2
2602,2
2603,0
2604,0
2605,0
2606,2
2607,2
2608,0
2609,0
2610,2
2611,2
2612,0
2613,9
2614,0
2615,0
2616,2
2617,2
2618,2
2619,6
2620,0
2621,0
2622,0
2623,2
2624,2
2625,4
2626,2
2627,2
2628,2
2629,2
2630,2
2631,7
2632,0
2633,0
2634,2
2635,7
2636,0
2637,0
2638,0
2639,2
2640,2
2641,0
2642,7
2643,0
2644,0
2645,4
2646,2
2647,0
2648,0
2649,0
2650,6
2651,2
2652,0
2653,0
2654,0
2655,6
2656,0
2657,0
2658,0
2659,2
2660,0
2661,4
2662,2
2663,2
2664,0
2665,2
2666,0
2667,7
2668,0
2669,6
2670,2
2671,0
2672,0
2673,0
2674,0
2675,0
2676,2
2677,0
2678,0
2679,2
2680,2
2681,2
2682,0
2683,2
2684,0
2685,0
2686,0
2687,0
2688,7
2689,0
2690,7
2691,6
2692,2
2693,0
2694,7
2695,0
2696,2
2697,0
2698,7
2699,0
2700,2
2701,6
2702,0
2703,2
2704,2
2705,2
2706,0
2707,2
2708,0
2709,2
2710,0
2711,2
2712,0
2713,5
2714,2
2715,0
2716,7
2717,0
2718,0
2719,2
2720,2
2721,6
2722,6
2723,2
2724,2
2725,2
2726,2
2727,2
2728,2
2729,0
2730,2
2731,0
2732,0
2733,2
2734,7
2735,2
2736,2
2737,0
2738,0
2739,0
2740,0
2741,0
2742,2
2743,0
2744,0
2745,7
2746,2
2747,6
2748,7
2749,0
2750,2
2751,0
2752,2
2753,2
2754,7
2755,2
2756,0
2757,6
2758,6
2759,2
2760,0
2761,0
2762,0
2763,2
2764,0
2765,0
2766,0
2767,2
2768,2
2769,2
2770,0
2771,2
2772,0
2773,0
2774,7
2775,2
2776,4
2777,2
2778,0
2779,2
2780,0
2781,2
2782,0
2783,0
2784,0
2785,0
2786,0
2787,7
2788,0
2789,2
2790,0
2791,2
2792,0
2793,8
2794,7
2795,0
2796,4
2797,7
2798,0
2799,2
2800,7
2801,7
2802,0
2803,0
2804,0
2805,0
2806,2
2807,2
2808,7
2809,0
2810,0
2811,2
2812,0
2813,2
2814,6
2815,8
2816,6
2817,0
2818,0
2819,0
2820,2
2821,0
2822,0
2823,6
2824,0
2825,2
2826,7
2827,0
2828,0
2829,0
2830,2
2831,0
2832,4
2833,2
2834,2
2835,2
2836,2
2837,2
2838,0
2839,6
2840,0
2841,0
2842,2
2843,0
2844,0
2845,2
2846,2
2847,2
2848,2
2849,2
2850,7
2851,9
2852,0
2853,0
2854,0
2855,2
2856,2
2857,0
2858,2
2859,0
2860,2
2861,2
2862,0
2863,7
2864,0
2865,0
2866,2
2867,6
2868,2
2869,0
2870,0
2871,0
2872,2
2873,0
2874,0
2875,0
2876,2
2877,2
2878,8
2879,0
2880,0
2881,0
2882,0
2883,2
2884,0
2885,2
2886,6
2887,0
2888,0
2889,2
2890,7
2891,0
2892,0
2893,7
2894,0
2895,2
2896,0
2897,0
2898,7
2899,0
2900,6
2901,2
2902,0
2903,0
2904,0
2905,2
2906,6
2907,7
2908,2
2909,0
2910,0
2911,0
2912,2
2913,4
2914,0
2915,2
2916,0
2917,0
2918,0
2919,0
2920,0
2921,2
2922,0
2923,0
2924,4
2925,0
2926,0
2927,2
2928,2
2929,2
2930,2
2931,0
2932,6
2933,0
2934,2
2935,6
2936,0
2937,0
2938,0
2939,2
2940,2
2941,0
2942,2
2943,0
2944,0
2945,0
2946,0
2947,0
2948,0
2949,2
2950,0
2951,8
2952,0
2953,0
2954,0
2955,2
2956,2
2957,2
2958,4
2959,0
2960,7
2961,7
2962,0
2963,8
2964,0
2965,7
2966,0
2967,0
2968,0
2969,0
2970,0
2971,2
2972,2
2973,0
2974,8
2975,0
2976,0
2977,0
2978,0
2979,2
2980,7
2981,2
2982,2
2983,2
2984,2
2985,2
2986,2
2987,0
2988,2
2989,2
2990,0
2991,2
2992,0
2993,0
2994,0
2995,0
2996,0
